Type,Field,Genotype,Block,Length,Width,Area,Weight
Triticum aestivum,Field_1,CV_2,III,6.87,3.23,16.95,42.15
Triticum aestivum,Field_1,CV_2,III,6.11,3.18,15.6,37.78
Triticum aestivum,Field_1,CV_2,III,6.2,2.58,11.52,25.3
Triticum aestivum,Field_1,CV_2,III,5.01,2.33,8.46,16.81
Triticum aestivum,Field_1,CV_2,III,6.1,3.56,15.91,38.78
Triticum aestivum,Field_1,CV_2,III,5.2,2.27,9.0,18.25
Triticum aestivum,Field_1,CV_2,III,6.4,3.14,15.75,38.27
Triticum aestivum,Field_1,CV_2,III,6.19,3.34,16.03,39.18
Triticum aestivum,Field_1,CV_2,III,6.44,3.75,19.15,49.55
Triticum aestivum,Field_1,CV_2,III,6.41,3.74,18.18,46.27
Triticum aestivum,Field_1,CV_2,III,5.85,3.74,15.55,37.61
Triticum aestivum,Field_1,CV_2,III,6.26,2.62,11.93,26.49
Triticum aestivum,Field_1,CV_2,III,6.13,3.2,14.8,35.25
Triticum aestivum,Field_1,CV_2,III,5.81,2.48,10.95,23.67
Triticum aestivum,Field_1,CV_2,III,6.23,2.9,13.78,32.08
Triticum aestivum,Field_1,CV_2,III,6.67,2.79,14.23,33.45
Triticum aestivum,Field_1,CV_2,III,5.2,2.11,8.33,16.49
Triticum aestivum,Field_1,CV_2,III,5.25,2.4,9.59,19.85
Triticum aestivum,Field_1,CV_2,III,7.07,3.12,16.46,40.56
Triticum aestivum,Field_1,CV_2,III,6.79,3.16,15.82,38.49
Triticum aestivum,Field_1,CV_2,III,7.28,3.65,19.86,51.99
Triticum aestivum,Field_1,CV_2,III,7.09,3.37,18.24,46.45
Triticum aestivum,Field_1,CV_2,III,5.87,3.16,14.21,33.4
Triticum aestivum,Field_1,CV_2,III,5.69,2.38,10.16,21.44
Triticum aestivum,Field_1,CV_2,III,7.0,3.32,18.35,46.84
Triticum aestivum,Field_1,CV_2,III,5.28,2.63,10.37,22.01
Triticum aestivum,Field_1,CV_2,III,7.13,3.81,20.07,52.72
Triticum aestivum,Field_1,CV_2,III,6.8,3.64,18.2,46.33
Triticum aestivum,Field_1,CV_2,III,6.85,3.38,17.41,43.67
Triticum aestivum,Field_1,CV_2,III,6.79,3.69,18.37,46.9
Triticum aestivum,Field_1,CV_2,III,5.98,2.63,11.81,26.15
Triticum aestivum,Field_1,CV_2,III,5.78,2.87,13.02,29.76
Triticum aestivum,Field_1,CV_2,III,6.65,3.12,15.59,37.76
Triticum aestivum,Field_1,CV_2,III,6.21,2.77,13.27,30.51
Triticum aestivum,Field_1,CV_2,III,6.02,2.71,11.95,26.57
Triticum aestivum,Field_1,CV_2,III,6.62,3.52,16.83,41.77
Triticum aestivum,Field_1,CV_2,III,6.84,3.26,17.11,42.71
Triticum aestivum,Field_1,CV_2,III,7.15,3.76,19.74,51.59
Triticum aestivum,Field_1,CV_2,III,5.96,3.52,16.24,39.84
Triticum aestivum,Field_1,CV_2,III,6.55,3.62,17.47,43.88
Triticum aestivum,Field_1,CV_2,III,6.79,3.46,18.17,46.21
Triticum aestivum,Field_1,CV_2,III,5.5,2.37,9.48,19.56
Triticum aestivum,Field_1,CV_2,III,6.26,3.49,16.43,40.47
Triticum aestivum,Field_1,CV_2,III,6.14,2.28,10.11,21.3
Triticum aestivum,Field_1,CV_2,III,5.96,2.74,12.11,27.04
Triticum aestivum,Field_1,CV_2,III,6.82,3.01,15.98,39.01
Triticum aestivum,Field_1,CV_2,III,6.62,3.02,14.69,34.89
Triticum aestivum,Field_1,CV_2,III,5.2,2.61,10.37,22.01
Triticum aestivum,Field_1,CV_2,III,5.89,2.44,11.08,24.02
Triticum aestivum,Field_1,CV_2,III,6.26,3.46,16.93,42.09
Triticum aestivum,Field_1,CV_2,III,6.46,2.69,13.44,31.03
Triticum aestivum,Field_1,CV_2,III,6.26,3.0,14.71,34.97
Triticum aestivum,Field_1,CV_2,III,7.2,3.4,18.3,46.66
Triticum aestivum,Field_1,CV_2,III,5.26,2.43,9.24,18.91
Triticum aestivum,Field_1,CV_2,III,6.24,3.8,17.72,44.73
Triticum aestivum,Field_1,CV_2,III,6.24,3.46,15.99,39.04
Triticum aestivum,Field_1,CV_2,III,6.8,3.67,19.34,50.22
Triticum aestivum,Field_1,CV_2,III,6.5,3.02,15.11,36.23
Triticum aestivum,Field_1,CV_2,III,4.66,2.05,6.98,13.04
Triticum aestivum,Field_1,CV_2,III,6.94,3.53,18.88,48.61
Triticum aestivum,Field_1,CV_2,III,6.32,3.44,16.82,41.74
Triticum aestivum,Field_1,CV_2,III,6.56,3.36,16.07,39.29
Triticum aestivum,Field_1,CV_2,III,5.99,3.03,13.26,30.49
Triticum aestivum,Field_1,CV_2,III,7.17,2.76,14.18,33.32
Triticum aestivum,Field_1,CV_2,III,6.16,2.9,13.53,31.3
Triticum aestivum,Field_1,CV_2,III,5.75,2.52,10.52,22.44
Triticum aestivum,Field_1,CV_2,III,6.11,3.46,15.98,39.01
Triticum aestivum,Field_1,CV_2,III,6.5,2.97,14.14,33.18
Triticum aestivum,Field_1,CV_2,III,3.79,2.78,7.82,15.16
Triticum aestivum,Field_1,CV_2,III,6.24,3.05,14.66,34.81
Triticum aestivum,Field_1,CV_2,III,5.68,2.51,11.1,24.1
Triticum aestivum,Field_1,CV_2,III,6.33,2.98,14.12,33.12
Triticum aestivum,Field_1,CV_2,III,5.38,2.59,10.3,21.82
Triticum aestivum,Field_1,CV_2,III,6.33,2.86,13.09,29.95
Triticum aestivum,Field_1,CV_2,III,5.38,2.55,10.09,21.25
Triticum aestivum,Field_1,CV_2,III,4.95,2.17,8.03,15.71
Triticum aestivum,Field_1,CV_2,III,6.15,3.03,14.36,33.87
Triticum aestivum,Field_1,CV_2,III,5.91,3.08,14.31,33.7
Triticum aestivum,Field_1,CV_2,III,6.46,3.09,14.76,35.11
Triticum aestivum,Field_1,CV_2,III,4.41,2.19,7.14,13.46
Triticum aestivum,Field_1,CV_2,III,6.44,2.94,14.62,34.67
Triticum aestivum,Field_1,CV_2,III,6.07,2.92,13.0,29.68
Triticum aestivum,Field_1,CV_2,III,5.87,2.68,11.94,26.54
Triticum aestivum,Field_1,CV_2,III,6.53,3.57,17.45,43.82
Triticum aestivum,Field_1,CV_2,III,6.03,2.82,12.57,28.41
Triticum aestivum,Field_1,CV_2,III,6.26,3.4,15.76,38.29
Triticum aestivum,Field_1,CV_2,III,6.55,3.65,18.0,45.65
Triticum aestivum,Field_1,CV_2,III,6.26,3.09,14.47,34.2
Triticum aestivum,Field_1,CV_2,III,6.72,3.53,17.09,42.62
Triticum aestivum,Field_1,CV_2,III,6.79,3.59,18.57,47.59
Triticum aestivum,Field_1,CV_2,III,6.91,3.26,16.69,41.31
Triticum aestivum,Field_1,CV_2,III,6.62,3.42,16.79,41.63
Triticum aestivum,Field_1,CV_2,III,5.57,2.67,11.54,25.35
Triticum aestivum,Field_1,CV_2,III,6.97,3.45,18.81,48.4
Triticum aestivum,Field_1,CV_2,III,6.45,3.24,15.89,38.72
Triticum aestivum,Field_1,CV_2,III,6.9,2.84,14.13,33.15
Triticum aestivum,Field_1,CV_2,III,6.61,3.7,19.12,49.46
Triticum aestivum,Field_1,CV_2,III,6.43,2.99,14.23,33.45
Triticum aestivum,Field_1,CV_2,III,6.53,3.47,17.8,45.0
Triticum aestivum,Field_1,CV_2,III,6.35,3.65,17.5,43.99
Triticum aestivum,Field_1,CV_2,III,6.44,4.11,19.96,52.35
Triticum aestivum,Field_1,CV_2,III,6.29,2.71,12.71,28.83
Triticum aestivum,Field_1,CV_2,III,5.25,3.19,12.22,27.35
Triticum aestivum,Field_1,CV_2,III,7.2,3.45,19.02,49.09
Triticum aestivum,Field_1,CV_2,III,5.85,2.65,12.19,27.27
Triticum aestivum,Field_1,CV_2,III,6.15,2.42,11.07,24.0
Triticum aestivum,Field_1,CV_2,III,5.49,2.84,11.9,26.41
Triticum aestivum,Field_1,CV_2,III,6.33,3.08,15.07,36.09
Triticum aestivum,Field_1,CV_2,III,6.28,2.66,12.51,28.22
Triticum aestivum,Field_1,CV_2,III,6.81,3.66,18.31,46.69
Triticum aestivum,Field_1,CV_2,III,6.71,3.41,17.0,42.33
Triticum aestivum,Field_1,CV_2,III,5.83,2.57,11.31,24.69
Triticum aestivum,Field_1,CV_2,III,6.5,3.36,16.91,42.03
Triticum aestivum,Field_1,CV_2,III,7.65,4.19,24.55,68.81
Triticum aestivum,Field_1,CV_2,III,6.47,3.09,14.55,34.45
Triticum aestivum,Field_1,CV_2,III,6.35,3.26,14.94,35.7
Triticum aestivum,Field_1,CV_2,III,6.61,3.69,18.27,46.57
Triticum aestivum,Field_1,CV_2,III,6.14,2.97,13.75,31.98
Triticum aestivum,Field_1,CV_2,III,6.08,2.82,12.55,28.35
Triticum aestivum,Field_1,CV_2,III,6.01,2.62,11.67,25.74
Triticum aestivum,Field_1,CV_2,III,6.89,3.42,18.64,47.8
Triticum aestivum,Field_1,CV_2,III,6.5,3.87,18.71,48.04
Triticum aestivum,Field_1,CV_2,III,6.1,3.34,15.56,37.67
Triticum aestivum,Field_1,CV_2,III,6.61,3.11,15.25,36.68
Triticum aestivum,Field_1,CV_2,III,6.13,2.91,13.63,31.62
Triticum aestivum,Field_1,CV_2,III,5.98,2.54,11.52,25.3
Triticum aestivum,Field_1,CV_2,III,7.41,3.9,21.42,57.44
Triticum aestivum,Field_1,CV_2,III,6.2,3.32,15.57,37.7
Triticum aestivum,Field_1,CV_2,III,6.84,3.65,19.43,50.52
Triticum aestivum,Field_1,CV_2,III,5.98,2.82,13.21,30.33
Triticum aestivum,Field_1,CV_2,III,6.61,3.55,16.87,41.92
Triticum aestivum,Field_1,CV_2,III,6.5,3.13,14.49,34.28
Triticum aestivum,Field_1,CV_2,III,6.94,3.27,16.26,39.92
Triticum aestivum,Field_1,CV_2,III,6.03,2.35,10.6,22.66
Triticum aestivum,Field_1,CV_2,III,6.73,3.07,16.25,39.87
Triticum aestivum,Field_1,CV_2,III,6.5,3.63,17.76,44.85
Triticum aestivum,Field_1,CV_2,III,6.02,3.36,15.61,37.81
Triticum aestivum,Field_1,CV_2,III,6.02,3.06,13.76,32.0
Triticum aestivum,Field_1,CV_2,III,5.38,2.92,12.0,26.7
Triticum aestivum,Field_1,CV_2,III,5.88,3.22,14.42,34.06
Triticum aestivum,Field_1,CV_2,III,6.89,3.62,19.73,51.56
Triticum aestivum,Field_1,CV_2,III,6.67,3.55,18.22,46.39
Triticum aestivum,Field_1,CV_2,III,6.53,3.28,16.27,39.95
Triticum aestivum,Field_1,CV_2,III,6.46,3.34,16.39,40.33
Triticum aestivum,Field_1,CV_2,III,6.28,2.73,12.29,27.56
Triticum aestivum,Field_1,CV_2,III,6.73,3.5,18.48,47.26
Triticum aestivum,Field_1,CV_2,III,6.76,3.19,17.32,43.38
Triticum aestivum,Field_1,CV_2,III,6.64,3.93,19.89,52.11
Triticum aestivum,Field_1,CV_2,III,5.95,3.82,16.95,42.18
Triticum aestivum,Field_1,CV_2,III,6.17,3.49,16.45,40.53
Triticum aestivum,Field_1,CV_2,III,6.24,3.31,14.86,35.45
Triticum aestivum,Field_1,CV_2,III,6.0,2.22,10.42,22.16
Triticum aestivum,Field_1,CV_2,III,6.7,3.48,17.64,44.47
Triticum aestivum,Field_1,CV_2,III,6.42,3.27,15.95,38.92
Triticum aestivum,Field_1,CV_2,III,6.37,2.85,13.54,31.32
Triticum aestivum,Field_1,CV_2,III,5.82,3.05,13.78,32.08
Triticum aestivum,Field_1,CV_2,III,6.37,3.1,14.56,34.5
Triticum aestivum,Field_1,CV_2,III,5.65,2.5,11.21,24.41
Triticum aestivum,Field_1,CV_2,III,6.22,3.23,15.28,36.77
Triticum aestivum,Field_1,CV_2,III,6.45,3.27,16.02,39.12
Triticum aestivum,Field_1,CV_2,III,4.84,2.53,9.07,18.46
Triticum aestivum,Field_1,CV_2,III,5.75,3.19,13.97,32.66
Triticum aestivum,Field_1,CV_2,III,6.05,3.54,17.07,42.56
Triticum aestivum,Field_1,CV_2,III,6.69,4.06,19.86,51.99
Triticum aestivum,Field_1,CV_2,III,5.83,2.57,10.91,23.54
Triticum aestivum,Field_1,CV_2,III,6.79,3.89,20.71,54.95
Triticum aestivum,Field_1,CV_2,III,6.44,2.94,13.99,32.71
Triticum aestivum,Field_1,CV_2,III,6.69,3.5,17.59,44.29
Triticum aestivum,Field_1,CV_2,III,6.38,3.48,17.34,43.47
Triticum aestivum,Field_1,CV_2,III,5.95,2.73,11.83,26.21
Triticum aestivum,Field_1,CV_2,III,6.39,3.48,16.98,42.27
Triticum aestivum,Field_1,CV_2,III,6.55,3.73,18.22,46.39
Triticum aestivum,Field_1,CV_2,III,6.92,3.82,19.62,51.16
Triticum aestivum,Field_1,CV_2,III,6.78,3.44,17.64,44.47
Triticum aestivum,Field_1,CV_2,III,5.91,3.14,13.44,31.03
Triticum aestivum,Field_1,CV_2,III,6.9,3.88,19.38,50.34
Triticum aestivum,Field_1,CV_2,III,6.55,3.9,20.42,53.92
Triticum aestivum,Field_1,CV_2,III,6.45,3.56,17.87,45.21
Triticum aestivum,Field_1,CV_2,III,6.78,3.73,19.98,52.41
Triticum aestivum,Field_1,CV_2,III,6.73,3.86,19.67,51.34
Triticum aestivum,Field_1,CV_2,III,5.89,2.92,13.16,30.16
Triticum aestivum,Field_1,CV_2,III,6.87,3.21,16.4,40.36
Triticum aestivum,Field_1,CV_2,III,6.19,2.96,13.42,30.97
Triticum aestivum,Field_1,CV_2,III,5.54,2.3,9.16,18.7
Triticum aestivum,Field_1,CV_2,III,4.81,2.27,7.91,15.39
Triticum aestivum,Field_1,CV_2,III,6.19,3.17,14.98,35.81
Triticum aestivum,Field_1,CV_2,III,7.1,4.16,21.74,58.58
Triticum aestivum,Field_1,CV_2,III,6.65,2.87,14.42,34.06
Triticum aestivum,Field_1,CV_2,III,7.2,3.32,18.83,48.46
Triticum aestivum,Field_1,CV_2,III,6.09,3.79,17.79,44.94
Triticum aestivum,Field_1,CV_2,III,6.67,3.32,16.47,40.59
Triticum aestivum,Field_1,CV_2,III,5.67,2.43,10.47,22.31
Triticum aestivum,Field_1,CV_2,III,6.31,3.2,15.81,38.47
Triticum aestivum,Field_1,CV_2,III,6.87,3.95,19.63,51.19
Triticum aestivum,Field_1,CV_2,III,6.8,3.32,16.06,39.26
Triticum aestivum,Field_1,CV_2,III,6.68,4.01,20.19,53.15
Triticum aestivum,Field_1,CV_2,III,7.2,3.46,19.16,49.58
Triticum aestivum,Field_1,CV_2,III,5.4,2.67,10.98,23.75
Triticum aestivum,Field_1,CV_2,III,6.05,3.09,13.74,31.95
Triticum aestivum,Field_1,CV_2,III,6.32,3.48,17.03,42.41
Triticum aestivum,Field_1,CV_2,III,6.76,3.32,16.33,40.15
Triticum aestivum,Field_1,CV_2,III,6.05,2.7,11.74,25.95
Triticum aestivum,Field_1,CV_2,III,5.98,3.07,13.8,32.14
Triticum aestivum,Field_1,CV_2,III,6.55,3.48,17.64,44.47
Triticum aestivum,Field_1,CV_2,III,6.67,3.8,19.03,49.12
Triticum aestivum,Field_1,CV_2,III,6.21,2.85,13.71,31.87
Triticum aestivum,Field_1,CV_2,III,6.73,2.86,15.17,36.43
Triticum aestivum,Field_1,CV_2,III,5.95,2.9,13.11,30.03
Triticum aestivum,Field_1,CV_2,III,6.97,3.22,16.86,41.86
Triticum aestivum,Field_1,CV_2,III,6.52,3.01,14.6,34.61
Triticum aestivum,Field_1,CV_2,III,6.39,3.23,15.26,36.71
Triticum aestivum,Field_1,CV_2,III,5.59,2.83,11.49,25.23
Triticum aestivum,Field_1,CV_2,III,6.08,2.6,12.43,27.98
Triticum aestivum,Field_1,CV_2,III,5.91,2.88,12.4,27.9
Triticum aestivum,Field_1,CV_2,III,6.42,3.44,16.76,41.54
Triticum aestivum,Field_1,CV_2,III,6.45,2.94,14.09,33.01
Triticum aestivum,Field_1,CV_2,III,6.34,3.79,17.33,43.41
Triticum aestivum,Field_1,CV_2,III,6.08,2.77,12.98,29.63
Triticum aestivum,Field_1,CV_2,III,6.45,3.52,17.57,44.2
Triticum aestivum,Field_1,CV_2,III,5.96,3.68,16.68,41.28
Triticum aestivum,Field_1,CV_2,III,6.45,3.84,18.67,47.92
Triticum aestivum,Field_1,CV_2,III,7.5,3.53,18.55,47.5
Triticum aestivum,Field_1,CV_2,III,6.74,3.61,19.15,49.55
Triticum aestivum,Field_1,CV_2,III,6.59,3.27,16.88,41.95
Triticum aestivum,Field_1,CV_2,III,5.46,2.57,10.22,21.59
Triticum aestivum,Field_1,CV_2,III,5.35,2.48,10.41,22.14
Triticum aestivum,Field_1,CV_2,III,6.65,3.21,16.15,39.55
Triticum aestivum,Field_1,CV_2,III,6.38,3.11,15.7,38.1
Triticum aestivum,Field_1,CV_2,III,7.03,3.53,19.15,49.55
Triticum aestivum,Field_1,CV_2,III,5.93,3.21,15.14,36.32
Triticum aestivum,Field_1,CV_2,III,6.78,3.69,19.52,50.82
Triticum aestivum,Field_1,CV_2,III,5.43,2.31,9.08,18.48
Triticum aestivum,Field_1,CV_2,III,6.76,3.41,16.96,42.21
Triticum aestivum,Field_1,CV_2,III,6.17,3.17,15.56,37.64
Triticum aestivum,Field_1,CV_2,III,6.53,3.76,18.48,47.26
Triticum aestivum,Field_1,CV_2,III,4.45,2.41,8.3,16.42
Triticum aestivum,Field_1,CV_2,III,5.98,3.17,14.91,35.59
Triticum aestivum,Field_1,CV_2,III,7.35,3.24,18.42,47.05
Triticum aestivum,Field_1,CV_2,III,5.38,2.48,9.51,19.64
Triticum aestivum,Field_1,CV_2,III,6.44,3.38,17.13,42.76
Triticum aestivum,Field_1,CV_2,III,5.6,2.52,11.12,24.15
Triticum aestivum,Field_1,CV_2,III,6.97,3.36,17.93,45.41
Triticum aestivum,Field_1,CV_2,III,6.63,4.36,21.77,58.7
Triticum aestivum,Field_1,CV_2,III,6.63,2.81,14.15,33.21
Triticum aestivum,Field_1,CV_2,III,6.2,3.34,15.32,36.88
Triticum aestivum,Field_1,CV_2,III,6.13,2.48,10.81,23.27
Triticum aestivum,Field_1,CV_2,III,7.36,3.55,21.44,57.54
Triticum aestivum,Field_1,CV_2,III,7.03,3.32,17.49,43.94
Triticum aestivum,Field_1,CV_2,III,6.08,3.15,14.88,35.5
Triticum aestivum,Field_1,CV_2,III,6.19,3.16,15.44,37.27
Triticum aestivum,Field_1,CV_2,III,6.89,3.34,17.49,43.94
Triticum aestivum,Field_1,CV_2,III,6.44,2.57,13.18,30.24
Triticum aestivum,Field_1,CV_2,III,5.61,2.76,11.4,24.97
Triticum aestivum,Field_1,CV_2,III,6.17,3.46,16.65,41.19
Triticum aestivum,Field_1,CV_2,III,6.97,2.85,14.85,35.39
Triticum aestivum,Field_1,CV_2,III,6.62,3.76,19.03,49.15
Triticum aestivum,Field_1,CV_2,III,4.84,2.34,8.38,16.6
Triticum aestivum,Field_1,CV_2,III,6.82,3.48,17.8,44.97
Triticum aestivum,Field_1,CV_2,III,6.07,2.81,12.93,29.47
Triticum aestivum,Field_1,CV_2,III,4.47,1.9,6.19,11.13
Triticum aestivum,Field_1,CV_2,III,6.39,3.85,18.3,46.66
Triticum aestivum,Field_1,CV_2,III,5.38,2.72,10.73,23.04
Triticum aestivum,Field_1,CV_2,III,5.63,2.53,10.69,22.91
Triticum aestivum,Field_1,CV_2,III,6.41,3.88,19.45,50.58
Triticum aestivum,Field_1,CV_2,III,6.8,3.47,18.46,47.2
Triticum aestivum,Field_1,CV_2,III,6.8,3.69,19.03,49.15
Triticum aestivum,Field_1,CV_2,III,6.11,3.32,15.2,36.51
Triticum aestivum,Field_1,CV_2,III,5.23,2.72,11.03,23.9
Triticum aestivum,Field_1,CV_2,III,6.69,4.07,19.82,51.86
Triticum aestivum,Field_1,CV_2,III,6.49,3.91,19.47,50.64
Triticum aestivum,Field_1,CV_2,III,6.34,3.33,16.12,39.46
Triticum aestivum,Field_1,CV_2,III,6.31,3.07,15.25,36.68
Triticum aestivum,Field_1,CV_2,III,6.26,2.51,11.49,25.23
Triticum aestivum,Field_1,CV_2,III,5.72,3.05,13.2,30.3
Triticum aestivum,Field_1,CV_2,III,6.31,3.76,17.77,44.88
Triticum aestivum,Field_1,CV_2,III,5.81,2.6,11.36,24.84
Triticum aestivum,Field_1,CV_2,III,7.11,4.03,20.6,54.57
Triticum aestivum,Field_1,CV_2,III,6.73,3.39,17.27,43.23
Triticum aestivum,Field_1,CV_2,III,6.57,3.51,17.23,43.09
Triticum aestivum,Field_1,CV_2,III,6.06,3.06,14.37,33.89
Triticum aestivum,Field_1,CV_2,III,6.68,3.32,17.37,43.55
Triticum aestivum,Field_1,CV_2,III,5.95,3.25,14.7,34.92
Triticum aestivum,Field_1,CV_2,III,6.92,3.54,19.07,49.28
Triticum aestivum,Field_1,CV_2,III,6.39,2.99,14.93,35.64
Triticum aestivum,Field_1,CV_2,III,6.94,3.66,19.72,51.5
Triticum aestivum,Field_1,CV_2,III,6.31,3.07,15.03,35.98
Triticum aestivum,Field_1,CV_2,III,6.57,3.23,16.22,39.78
Triticum aestivum,Field_1,CV_2,III,6.62,3.3,16.11,39.44
Triticum aestivum,Field_1,CV_2,III,6.34,3.98,19.32,50.12
Triticum aestivum,Field_1,CV_2,III,7.15,3.23,17.89,45.29
Triticum aestivum,Field_1,CV_2,III,6.39,3.19,15.78,38.35
Triticum aestivum,Field_1,CV_2,III,6.85,3.58,18.78,48.28
Triticum aestivum,Field_1,CV_2,III,6.72,3.29,16.92,42.06
Triticum aestivum,Field_1,CV_2,III,6.26,3.66,17.95,45.5
Triticum aestivum,Field_1,CV_2,III,5.49,2.32,9.53,19.69
Triticum aestivum,Field_1,CV_2,III,6.48,3.13,14.48,34.25
Triticum aestivum,Field_1,CV_2,III,6.73,3.11,15.4,37.13
Triticum aestivum,Field_1,CV_2,III,6.37,2.77,13.75,31.98
Triticum aestivum,Field_1,CV_2,III,5.42,2.82,11.64,25.66
Triticum aestivum,Field_1,CV_2,III,5.94,3.05,13.66,31.7
Triticum aestivum,Field_1,CV_2,III,5.59,2.87,12.62,28.54
Triticum aestivum,Field_1,CV_2,III,6.24,3.69,17.77,44.88
Triticum aestivum,Field_1,CV_2,III,6.74,3.52,17.75,44.82
Triticum aestivum,Field_1,CV_2,III,6.49,3.28,16.87,41.92
Triticum aestivum,Field_1,CV_2,III,6.23,3.64,17.88,45.26
Triticum aestivum,Field_1,CV_2,III,4.86,2.49,8.96,18.15
Triticum aestivum,Field_1,CV_2,III,6.31,2.91,13.53,31.3
Triticum aestivum,Field_1,CV_2,III,6.92,3.83,19.95,52.29
Triticum aestivum,Field_1,CV_2,III,6.24,3.39,15.45,37.3
Triticum aestivum,Field_1,CV_2,III,6.19,2.86,13.55,31.38
Triticum aestivum,Field_1,CV_2,III,5.18,2.89,10.83,23.32
Triticum aestivum,Field_1,CV_2,III,6.19,2.47,12.43,27.98
Triticum aestivum,Field_1,CV_2,III,6.08,3.2,15.04,36.01
Triticum aestivum,Field_1,CV_2,III,6.48,2.82,14.09,33.04
Triticum aestivum,Field_1,CV_2,III,6.49,3.43,16.81,41.71
Triticum aestivum,Field_1,CV_2,III,5.91,2.83,12.91,29.42
Triticum aestivum,Field_1,CV_2,III,5.44,2.67,10.91,23.54
Triticum aestivum,Field_1,CV_2,III,6.21,3.35,15.92,38.81
Triticum aestivum,Field_1,CV_2,III,5.89,2.75,12.07,26.91
Triticum aestivum,Field_1,CV_2,III,6.43,3.02,14.07,32.96
Triticum aestivum,Field_1,CV_2,III,6.28,3.47,15.66,37.98
Triticum aestivum,Field_1,CV_2,III,6.03,2.72,12.53,28.27
Triticum aestivum,Field_1,CV_2,III,6.87,3.86,20.14,52.97
Triticum aestivum,Field_1,CV_2,III,6.83,3.97,20.22,53.24
Triticum aestivum,Field_1,CV_2,III,6.67,2.85,13.4,30.89
Triticum aestivum,Field_1,CV_2,III,6.19,3.25,15.71,38.12
Triticum aestivum,Field_1,CV_2,III,6.37,3.16,15.56,37.64
Triticum aestivum,Field_1,CV_2,III,5.43,2.69,11.2,24.38
Triticum aestivum,Field_1,CV_2,III,6.02,2.66,12.09,26.99
Triticum aestivum,Field_1,CV_2,III,6.47,2.77,13.32,30.65
Triticum aestivum,Field_1,CV_2,III,5.65,2.5,10.14,21.37
Triticum aestivum,Field_1,CV_2,III,6.71,3.23,16.34,40.18
Triticum aestivum,Field_1,CV_2,III,6.39,3.12,15.28,36.77
Triticum aestivum,Field_1,CV_2,III,6.42,3.43,16.23,39.81
Triticum aestivum,Field_1,CV_2,III,6.9,3.53,18.79,48.31
Triticum aestivum,Field_1,CV_2,III,6.55,3.23,16.33,40.13
Triticum aestivum,Field_1,CV_2,III,6.69,3.44,17.77,44.88
Triticum aestivum,Field_1,CV_2,III,5.87,2.41,10.46,22.29
Triticum aestivum,Field_1,CV_2,III,5.78,2.54,10.8,23.24
Triticum aestivum,Field_1,CV_2,III,7.03,3.83,19.97,52.38
Triticum aestivum,Field_1,CV_2,III,7.01,3.17,17.24,43.11
Triticum aestivum,Field_1,CV_2,III,6.42,3.15,15.45,37.3
Triticum aestivum,Field_1,CV_2,III,7.17,3.48,18.06,45.86
Triticum aestivum,Field_1,CV_2,III,6.08,3.87,17.61,44.35
Triticum aestivum,Field_1,CV_2,III,6.04,3.1,13.27,30.51
Triticum aestivum,Field_1,CV_2,III,5.51,2.18,8.46,16.81
Triticum aestivum,Field_1,CV_2,III,6.45,3.56,17.78,44.91
Triticum aestivum,Field_1,CV_2,III,7.24,3.64,20.06,52.69
Triticum aestivum,Field_1,CV_2,III,6.11,2.46,10.92,23.57
Triticum aestivum,Field_1,CV_2,III,6.07,2.79,12.43,27.98
Triticum aestivum,Field_1,CV_2,III,6.24,3.25,15.18,36.46
Triticum aestivum,Field_1,CV_2,III,6.43,3.26,15.55,37.61
Triticum aestivum,Field_1,CV_2,III,6.44,3.5,17.1,42.65
Triticum aestivum,Field_1,CV_2,III,5.22,2.32,8.88,17.94
Triticum aestivum,Field_1,CV_2,III,6.06,2.45,10.77,23.17
Triticum aestivum,Field_1,CV_2,III,6.65,3.81,19.5,50.73
Triticum aestivum,Field_1,CV_2,III,6.53,2.69,13.0,29.68
Triticum aestivum,Field_1,CV_2,III,6.64,4.01,19.3,50.06
Triticum aestivum,Field_1,CV_2,III,4.95,2.53,8.76,17.61
Triticum aestivum,Field_1,CV_2,III,4.8,2.77,9.79,20.41
Triticum aestivum,Field_1,CV_2,III,6.31,3.83,17.81,45.03
Triticum aestivum,Field_1,CV_2,III,5.59,2.88,12.13,27.09
Triticum aestivum,Field_1,CV_2,III,6.95,3.46,17.41,43.67
Triticum aestivum,Field_1,CV_2,III,5.07,2.64,9.38,19.28
Triticum aestivum,Field_1,CV_2,III,5.39,2.67,10.61,22.69
Triticum aestivum,Field_1,CV_2,III,6.61,3.23,17.03,42.44
Triticum aestivum,Field_1,CV_2,III,6.02,2.73,12.63,28.59
Triticum aestivum,Field_1,CV_2,III,6.32,2.64,12.23,27.38
Triticum aestivum,Field_1,CV_2,III,5.51,2.72,11.35,24.81
Triticum aestivum,Field_1,CV_2,III,5.72,2.37,10.05,21.12
Triticum aestivum,Field_1,CV_2,III,6.7,3.46,16.87,41.92
Triticum aestivum,Field_1,CV_2,III,6.13,3.16,14.57,34.53
Triticum aestivum,Field_1,CV_2,III,6.45,3.41,17.41,43.7
Triticum aestivum,Field_1,CV_2,III,4.06,1.9,5.72,10.03
Triticum aestivum,Field_1,CV_2,III,5.73,3.01,12.58,28.43
Triticum aestivum,Field_1,CV_2,III,6.11,3.76,17.2,43.0
Triticum aestivum,Field_1,CV_2,III,7.05,3.93,21.66,58.29
